id,公司名称,关联公司名称,岗位,岗位描述,岗位标签,待遇,学历,所在城市,发布时间
394,上海汇舸环保科技集团股份有限公司,上海汇舸环保科技集团股份有限公司,项目主管,【岗位职责】1、现场管理，统筹现场项目管理，跟踪设备进场、开箱签收、指导安装、调试、试航/报验，直到顺利交付。2、安装指导，负责项目产品的现场安装管理，确保现场安装的安全、质量、成本和交期等顺利达成；3、维护协调，组织客户（船东/船厂）、合作方（船检/服务单位）和团队成员进行有效协作，协调解决项目交付过程中的问题和挑战；4、风险应对，预测、识别项目计划、现场安装的风险点，制定并落实应对措施；5、变更管理，负责现场安装过程的修改变更、问题记录和内外部追责处理；6、举一反三，收集和分析项目过程数据，组织项目评估和改进，积极提出建议和措施；7、其他工作，完成上级交办的其他事项。【任职资格】1、专科及以上学历，船舶相关专业优先；2、具备船舶/海工行业的项目管理经验；3、熟悉船舶设备的现场安装流程，包括但不限于脱硫系统、节能减碳、清洁能源供应等系统及核心设备的现场安装；4、思维缜密，具有较好的风险意识和抗压能力；5、沟通交流能力强，能够有效管理客户和项目资源；6、具备良好的团队管理能力及协作精神，工作积极主动，执行力强；7、熟练掌握英文听说读写者优先。,现场管理英文听说读写报验项目管理船舶设备设备进场调试指导安装,1.5-2.5万,大专,浦东新区,2025-02-13
395,安徽皖仪科技股份有限公司,安徽皖仪科技股份有限公司,池州运维工程师,<$&0006&$><$&0007&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0006&$><$&0007&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$>岗位职责：1、CMES、水质和VOC设备日常维护保养2、现场设备故障维修及数据异常处理任职要求：1、机电、电子、电气相关专业2、掌握日常办公软件操作3、有驾照者优先4、有COD设备售后及运维经验优先5、有机电设备维修维护工作经验优先6、池州市东至县籍贯优先（工作地点：池州市东至县）薪资福利：1、薪资待遇：面议2、入职购买五险一金3、享受餐补、带薪休假、年终奖、晋升空间、多次调薪、员工旅游等企业福利。,环保监测<$&0006&$><$&0007&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$>运维,5-7千/月,高中,合肥市,2018-03-14 00:00:00
396,苏州可川电子科技股份有限公司,苏州可川电子科技股份有限公司,晶圆测试工程师,"岗位职责：1、负责晶圆产品的电气性能测试与分析，确保产品符合设计规格。2、设计并执行测试计划，记录测试数据，编写测试报告。3、分析测试结果，识别潜在问题，并提出改进措施。4、协同研发团队解决晶圆制造过程中的技术难题。5、使用自动化测试设备和技术，提高测试效率和准确性。6、跟踪行业动态，参与新技术的研究与应用。任职资格：1、电子工程、材料科学或相关专业本科及以上学历。2、熟悉半导体器件的基本原理和测试方法。3、具备良好的数据分析能力，能够熟练使用Excel、Matlab等工具进行数据处理。4、对自动化测试设备有一定了解，熟悉至少一种测试编程语言如labview、python，VB或C#；5、具有良好的沟通能力和团队合作精神。6、能够独立解决问题，具备较强的学习能力和创新意识。","数据分析excelc#自动化测试matlab半导体器件labview测试数据测试方法晶圆制造",1.5-2万,本科,苏州市,2025-02-12
397,深圳市同为数码科技股份有限公司,深圳市同为数码科技股份有限公司,手机软件测试工程师,"<$&0006&$><$&0007&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0006&$><$&0007&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$>岗位职责1、根据软件设计需求制定测试计划，设计测试数据和测试用例；2、编写测试工具,有效地执行测试用例，提交测试报告；3、准确地定位并跟踪问题，推动问题及时合理地解决；4、完成对产品的集成测试与系统测试，对产品的软件功能、性能及其它方面的测试;5、与开发人员、项目管理人员沟通和协作，推动整个项目的顺利进行；任职要求1、本科学历，3年以上电子产品测试工作经验；2、有安防监控产品测试经验和手机App测试经验者优先；3、熟悉Windows/linux等操作系统安装和缺陷管理系统使用；4、精通测试用例编写以及盒、黑盒、全路径、边界等测试技术；5、精通自动化测试方法和软件发布管理；6、具备端正的工作态度、良好团队合作精神，富有工作激情、创造力和责任感，能承受高强度的工作压力。<$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$>  <$&0006&$><$&0007&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$>",,,其他,深圳市,2015-12-21 00:00:00
398,中国平安人寿保险股份有限公司上海分公司,中国平安人寿保险股份有限公司上海分公司,网格运营专员（代理制）,<$&0006&$><$&0007&$>    <$&0006&$><$&0007&$>        1.1岗位职责：1）根据公司客户划分，需要完成负责区域内客户售后服务响应、服务活动完成（客户生日礼品、重大节日问候、客户活动邀请等）；2）负责区域内客户建联，通过微信群等做好客户日常经营；如热门话题、健康养生、生活小细节等，提升客户活跃度；3）依托公司内外部资源，打造个人IP“做客户金融小帮手、生活小助手”，进行产品销售；4）客户原保单的续收提醒：具备基础的保险专业知识；5）通过系统的培训学习，不断提升自身服务水平及综合解决各类产品营销的能力。1.2任职资格：学历：大专及以上学历1）具有2年及以上金融行业面销、电销、网销等从业经验；2）综合素质优秀的其他行业销售从业人员；3）乐于助人，服务意识强，不抗拒销售；4）善于沟通协作，执行力强，性格热情开朗，且具有较强的学习能力；1.3岗位优势：1)优质客户资源提供，解决了销售的核心痛点：客户资源，线上线下联合经营客户，客户服务相对简单；2）工作以服务、社群经营为主，工作压力相对较小；3）公平公开的晋升通道，通过经验的积累，稳扎稳打逐步晋升到管理层。1.4福利待遇1）有责津贴3300元，关联客户服务指标、续收指标达成；与销售不挂钩；2）综合福利保障（公司缴纳）；3）节假日福利,,8千-1.2万,大专,静安区,2023-08-23 00:00:00
399,中国平安财产保险股份有限公司肇庆中心支公司,中国平安财产保险股份有限公司肇庆中心支公司,诉讼追偿岗,<$&0006&$><$&0007&$>    <$&0006&$><$&0007&$>        【岗位职责】1、对车险及意健险诉讼案件进行未决追踪管理、受理咨询、调解协谈、申请用印、上庭质证及抗辩等；2、对车险及意健险追偿案件进行未决追踪管理、受理咨询、追偿等。【岗位要求】1、本科或以上学历，医学、制药、法学、保险学等相关专业；2、持有C1或以上驾驶资格；3、具备较强沟通能力，热情有耐心，细致认真，吃苦耐劳；4、熟悉办公软件操作。,法学<$&0007&$>医学<$&0007&$>追偿<$&0007&$>保险学<$&0007&$>调解协谈,5-8千,本科,肇庆市,2023-08-30 00:00:00
400,成都思科瑞微电子股份有限公司,成都思科瑞微电子股份有限公司,环境可靠性试验工程师,<$&0006&$><$&0007&$>    <$&0006&$><$&0007&$>        一、岗位职责：1、负责客户委托环境可靠性试验的策划与实施，协助完成客户大纲文件编写及工装夹具的设计；2、各类环境可靠性试验标准方法的研究和培训、试验设备的操作培训、人员的技术培训和考核；3、试验过程记录、报告，作业指导书，操作规程等技术类文件的编写和审核；4、实验室新标准方法的验证和确认工作，参加实验室能力验证和测量审核工作，协助完成CNAS等各项评审工作；5、实验室设备计量规划和结果确认工作；6、实验室增加新能力、新设备的方案策划及实验室场地设施的布局设计；7、完成上级安排的其他相关工作；二、任职条件：1、本科及以上学历，电子类、机械类等理工科相关专业；2、具有3年以上的环境可靠性试验测试相关领域的工作经验，有环境可靠性试验实验室工作经验者优先；3、熟悉相关试验标准如GJB 150A、GB/T 2423等，掌握振动台、温度试验箱等相关试验设备使用方法；4、具有较强的责任意识、质量意识和沟通能力。,电子<$&0007&$>机械<$&0007&$>作业指导书<$&0007&$>工装夹具<$&0007&$>cnas<$&0007&$>操作规程<$&0007&$>测量审核<$&0007&$>gjb150a<$&0007&$>方案策划<$&0007&$>理工科,8千-1.2万,本科,成都市,2024-04-01 00:00:00
401,苏州晶瑞化学股份有限公司,苏州晶瑞化学股份有限公司,日语翻译,<$&0006&$><$&0007&$>    <$&0006&$><$&0007&$>        工作职责：1、负责日语的文件翻译工作；2、负责接待日方人员现场同步翻译、生产、技术等资料的翻译；3、彩胶实验室工作的协助。4、主管交代的其他临时性的工作安排。任职要求：1、大专及以上学历，日语专业；2、具备良好的日语商务洽淡能力；                                        3、欢迎优秀的应届毕业生投递。,日语,6-8千/月,大专,苏州市,2019-04-01 00:00:00
402,中国平安财产保险股份有限公司河源中心支公司,中国平安财产保险股份有限公司河源中心支公司,财产险理赔岗,<$&0006&$><$&0007&$>    <$&0006&$><$&0007&$>        岗位要求：本科及以上学历，理工科、法律、保险、医疗等专业。岗位职责：查勘、定损理算、风控调查。,,8千-1.6万,本科,河源市,2023-11-09 00:00:00
403,中国平安财产保险股份有限公司河源中心支公司,中国平安财产保险股份有限公司河源中心支公司,财产险理赔岗,<$&0006&$><$&0007&$>    <$&0006&$><$&0007&$>        岗位要求：本科及以上学历，理工科、法律、保险、医疗等专业。岗位职责：查勘、定损理算、风控调查。,,8千-1.6万,本科,河源市,2023-11-09 00:00:00
404,乐居控股有限公司,乐居控股有限公司,资深编辑,<$&0006&$><$&0007&$>    <$&0006&$><$&0007&$>        1、负责家居行业内容的文章撰写和推送工作，对事件有独立的观点，有较强的独立撰稿能力；2、有效发掘时事热点，进行相关活动主题，策划以及文章的创作；3、对行业有认知度者优先，善于分析客户及消费者特点，撰写出有行业影响力的文章；4、有较强的综合策划、选题、组稿能力，以及采编约稿等工作经验；5、分析行业及竞品相关文案推送动态，推动内容优化与改进；6、配合上级领导安排的其他工作内容；7、组织并主持行业相关沙龙活动。任职要求：1、本科学历及以上，3年以上内容/媒体/新媒体相关经验，汉语言文学、传播学、新闻学专业等优先；有设计师资源者优先；2、深厚的文字功底，逻辑思维活跃，头脑思路清晰，新闻敏感性强，有较强的内容策划和信息采编能力；3、具有良好的沟通能力和个人形象；4、有较强的团队协助精神及工作责任感，擅于协调各部门之间的工作分配，具有一定抗压能力。,记者<$&0007&$>新媒体<$&0007&$>网站编辑,0.8-1.2万/月,本科,静安区,2021-12-20 00:00:00
405,深圳市万科物业服务有限公司,深圳市万科物业服务有限公司,工程经理（施工）,<$&0006&$><$&0007&$>    <$&0006&$><$&0007&$>        岗位职责：1、制定建造修缮业务规划、负责任务的落地实施、对任务及计划的达成负责；2、负责合同履约服务品质、交付质量管理；3、负责所辖业务的结算、回款及利润达成；4、负责项目的现场职工管理，踏勘并铺排新项目、编制并上报材料计划、人工计划，对施工过程中涉及到的材料、施工机具、劳动力进行协调，并对现场进行角度，监督工艺工法在项目的落地，对施工全过程的进度、质量、安全负责；5、负责项目验收，根据要求进行项目品质提升，问题整改，对销项指标负责。岗位要求：知名地产公司、大型装饰公司工程管理3-5年经验,,1.5-1.8万·13薪,本科,深圳市,2023-08-22 00:00:00
406,国联民生证券股份有限公司,国联民生证券股份有限公司,FICC架构师(J10553),工作职责:1.负责固收行情系统、交易系统、投后管理等系统的功能架构与系统架构设计与方案评估;2.负责制定系统需求解决方案和设备备选方案的评估；3.负责固收系统的底层框架设计及通用能力开发；4.参与系统安全分析并制定系统安全架构；5.负责技术重点、难点问题攻关，并制定解决方案；6.负责新技术调研与预研项目管控。7.完成部门交办的其他工作。任职资格:1.境内外本科及以上学历，计算机科学与技术、软件工程等相关专业。5年以上Java开发经验，2年以上固收交易系统开发经验，熟悉银行间债券市场、场外交易流程；熟练掌握Java及其相关框架(SpringBoot/Dubbo/MyBatis等)，对复杂分布式系统有研发经验；2.熟练掌握架构设计方法论，具有丰富的系统架构设计和开发经验，有架构设计相关认证者优先；3.熟练掌握缓存、消息队列等常用中间件及其实践；熟悉数据库、应用程序性能调优；4.具备良好的需求分析能力、业务和技术方案策划和设计能力；思路清晰，良好的语言表达能力；5.具备良好的团队协作能力及开发管理能力，通过证券从业人员水平测试者优先。,,2-3.5万,本科,,2025-12-22
